user_id,signup_date,acquisition_channel,experiment_group,activated,activation_date
14508,2024-05-11,Paid Social,B,False,
14509,2024-12-06,Referral,B,False,
14510,2024-08-18,Organic,A,True,2024-08-19
14511,2024-12-06,Paid Social,B,False,
14512,2024-10-03,Organic,B,True,2024-10-06
14513,2024-02-07,Paid Social,A,True,2024-02-10
14514,2024-03-25,Influencer,A,False,
14515,2024-05-23,Organic,A,True,2024-05-27
14516,2024-03-03,Influencer,B,True,2024-03-09
14517,2024-06-29,Referral,B,True,2024-07-03
14518,2024-06-21,Referral,A,True,2024-06-22
14519,2024-12-15,Referral,B,True,2024-12-19
14520,2024-06-07,Referral,A,True,2024-06-12
14521,2024-10-13,Organic,A,True,2024-10-20
14522,2024-12-09,Referral,A,True,2024-12-10
14523,2024-11-16,Influencer,B,True,2024-11-19
14524,2024-03-17,Organic,A,True,2024-03-19
14525,2024-06-30,Organic,B,True,2024-07-01
14526,2024-05-06,Organic,A,False,
14527,2024-05-25,Referral,A,True,2024-05-30
14528,2024-05-11,Organic,B,True,2024-05-17
14529,2024-10-28,Paid Social,A,True,2024-10-30
14530,2024-06-14,Paid Social,A,True,2024-06-21
14531,2024-07-10,Paid Social,B,False,
14532,2024-12-24,Paid Social,B,False,
14533,2024-01-22,Influencer,A,False,
14534,2024-06-27,Organic,A,True,2024-07-01
14535,2024-10-09,Paid Social,A,True,2024-10-16
14536,2024-02-25,Paid Social,B,False,
14537,2024-08-11,Organic,A,True,2024-08-18
14538,2024-03-28,Organic,B,True,2024-03-28
14539,2024-11-12,Referral,A,True,2024-11-19
14540,2024-04-29,Organic,B,False,
14541,2024-04-30,Organic,B,False,
14542,2024-08-06,Influencer,A,False,
14543,2024-03-08,Organic,A,True,2024-03-11
14544,2024-04-13,Organic,A,True,2024-04-17
14545,2024-06-01,Referral,B,True,2024-06-05
14546,2024-05-09,Organic,A,True,2024-05-10
14547,2024-07-10,Organic,A,True,2024-07-11
14548,2024-08-06,Organic,A,True,2024-08-12
14549,2024-07-25,Paid Social,A,False,
14550,2024-08-26,Organic,A,False,
14551,2024-04-22,Referral,B,False,
14552,2024-02-16,Organic,A,False,
14553,2024-10-04,Paid Social,A,False,
14554,2024-11-06,Organic,A,True,2024-11-12
14555,2024-04-03,Organic,A,False,
14556,2024-05-28,Influencer,A,False,
14557,2024-06-30,Referral,A,False,
14558,2024-07-13,Organic,A,True,2024-07-14
14559,2024-08-28,Organic,B,False,
14560,2024-01-16,Paid Social,A,True,2024-01-18
14561,2024-09-20,Paid Social,B,True,2024-09-23
14562,2024-01-23,Paid Social,A,False,
14563,2024-06-19,Influencer,A,True,2024-06-19
14564,2024-10-29,Paid Social,B,True,2024-10-31
14565,2024-06-13,Paid Social,A,False,
14566,2024-02-24,Organic,A,True,2024-02-25
14567,2024-12-25,Paid Social,B,False,
14568,2024-11-20,Paid Social,A,True,2024-11-22
14569,2024-10-08,Paid Social,A,False,
14570,2024-05-30,Organic,B,True,2024-05-30
14571,2024-03-08,Influencer,B,True,2024-03-12
14572,2024-12-09,Paid Social,A,True,2024-12-09
14573,2024-07-13,Paid Social,B,True,2024-07-18
14574,2024-11-07,Paid Social,B,False,
14575,2024-05-04,Organic,A,False,
14576,2024-05-02,Paid Social,A,True,2024-05-09
14577,2024-12-25,Referral,B,False,
14578,2024-07-09,Influencer,B,True,2024-07-16
14579,2024-02-21,Paid Social,A,True,2024-02-23
14580,2024-03-21,Paid Social,A,True,2024-03-27
14581,2024-06-24,Paid Social,A,False,
14582,2024-01-16,Paid Social,B,False,
14583,2024-06-17,Paid Social,B,True,2024-06-18
14584,2024-06-01,Paid Social,B,False,
14585,2024-10-11,Paid Social,A,True,2024-10-16
14586,2024-05-09,Organic,B,False,
14587,2024-12-24,Organic,A,True,2024-12-29
14588,2024-03-06,Referral,B,False,
14589,2024-08-03,Organic,B,False,
14590,2024-02-02,Referral,A,True,2024-02-02
14591,2024-09-24,Referral,B,True,2024-09-24
14592,2024-12-29,Influencer,A,False,
14593,2024-10-25,Referral,A,False,
14594,2024-07-21,Paid Social,A,False,
14595,2024-06-25,Organic,B,True,2024-06-29
14596,2024-10-31,Organic,A,False,
14597,2024-12-07,Referral,A,True,2024-12-10
14598,2024-12-27,Organic,A,True,2024-12-30
14599,2024-05-24,Organic,B,True,2024-05-29
14600,2024-12-27,Organic,A,True,2024-12-28
14601,2024-02-26,Referral,B,True,2024-03-03
14602,2024-04-02,Paid Social,B,True,2024-04-04
14603,2024-02-02,Paid Social,B,True,2024-02-06
14604,2024-04-09,Organic,B,True,2024-04-15
14605,2024-10-07,Organic,B,True,2024-10-07
14606,2024-11-07,Influencer,A,False,
14607,2024-10-11,Organic,B,False,
14608,2024-08-18,Influencer,A,False,
14609,2024-07-06,Referral,A,True,2024-07-13
14610,2024-09-15,Organic,B,True,2024-09-15
14611,2024-05-22,Influencer,A,True,2024-05-24
14612,2024-11-03,Referral,B,False,
14613,2024-09-04,Referral,A,False,
14614,2024-09-11,Referral,B,True,2024-09-11
14615,2024-07-14,Influencer,A,True,2024-07-14
14616,2024-11-19,Referral,B,True,2024-11-21
14617,2024-04-01,Paid Social,A,False,
14618,2024-05-19,Organic,B,False,
14619,2024-10-10,Organic,A,False,
14620,2024-06-28,Paid Social,B,False,
14621,2024-11-20,Organic,A,True,2024-11-21
14622,2024-05-06,Paid Social,B,True,2024-05-12
14623,2024-05-14,Organic,A,False,
14624,2024-11-20,Influencer,A,True,2024-11-24
14625,2024-06-18,Organic,B,True,2024-06-19
14626,2024-07-07,Organic,A,True,2024-07-08
14627,2024-05-01,Paid Social,B,False,
14628,2024-04-10,Paid Social,B,False,
14629,2024-08-27,Paid Social,A,False,
14630,2024-02-13,Organic,B,False,
14631,2024-11-16,Influencer,B,True,2024-11-16
14632,2024-10-11,Organic,B,False,
14633,2024-03-10,Organic,B,False,
14634,2024-09-10,Influencer,B,False,
14635,2024-08-07,Referral,A,False,
14636,2024-03-08,Paid Social,B,True,2024-03-13
14637,2024-04-09,Organic,B,True,2024-04-10
14638,2024-05-29,Organic,A,True,2024-06-05
14639,2024-09-12,Referral,A,True,2024-09-15
14640,2024-08-21,Referral,A,False,
14641,2024-07-13,Organic,B,True,2024-07-17
14642,2024-10-07,Referral,B,True,2024-10-11
14643,2024-10-03,Referral,A,False,
14644,2024-08-13,Organic,A,False,
14645,2024-10-14,Paid Social,B,False,
14646,2024-05-02,Paid Social,B,True,2024-05-09
14647,2024-11-17,Referral,A,True,2024-11-23
14648,2024-08-12,Organic,B,False,
14649,2024-10-27,Organic,A,False,
14650,2024-07-18,Organic,A,True,2024-07-23
14651,2024-03-20,Referral,A,False,
14652,2024-07-16,Influencer,B,True,2024-07-21
14653,2024-05-15,Paid Social,B,False,
14654,2024-09-11,Organic,A,True,2024-09-12
14655,2024-06-22,Influencer,A,False,
14656,2024-11-01,Organic,A,True,2024-11-05
14657,2024-09-04,Organic,B,False,
14658,2024-09-06,Referral,B,False,
14659,2024-03-20,Organic,B,True,2024-03-20
14660,2024-12-25,Paid Social,B,True,2024-12-25
14661,2024-11-03,Paid Social,B,True,2024-11-08
14662,2024-10-14,Influencer,B,True,2024-10-17
14663,2024-04-30,Paid Social,B,True,2024-05-06
14664,2024-07-14,Referral,B,True,2024-07-21
14665,2024-02-20,Organic,B,True,2024-02-27
14666,2024-07-15,Paid Social,A,True,2024-07-19
14667,2024-02-23,Paid Social,B,True,2024-03-01
14668,2024-07-20,Organic,B,False,
14669,2024-08-24,Referral,B,False,
14670,2024-05-22,Referral,B,False,
14671,2024-06-30,Paid Social,B,False,
14672,2024-11-15,Paid Social,A,True,2024-11-21
14673,2024-02-09,Paid Social,B,True,2024-02-12
14674,2024-10-15,Organic,A,False,
14675,2024-03-03,Organic,A,True,2024-03-05
14676,2024-01-14,Paid Social,B,True,2024-01-15
14677,2024-03-08,Paid Social,B,True,2024-03-11
14678,2024-10-06,Paid Social,B,True,2024-10-09
14679,2024-05-27,Organic,A,True,2024-05-30
14680,2024-11-14,Organic,B,True,2024-11-17
14681,2024-07-10,Influencer,A,False,
14682,2024-01-09,Influencer,B,False,
14683,2024-09-18,Organic,B,True,2024-09-18
14684,2024-02-10,Organic,B,True,2024-02-15
14685,2024-10-15,Organic,B,True,2024-10-21
14686,2024-03-02,Referral,B,True,2024-03-05
14687,2024-05-06,Organic,B,False,
14688,2024-10-04,Influencer,B,False,
14689,2024-12-14,Organic,B,False,
14690,2024-05-15,Paid Social,A,False,
14691,2024-10-29,Influencer,A,True,2024-10-29
14692,2024-03-10,Organic,B,True,2024-03-15
14693,2024-10-21,Organic,B,False,
14694,2024-08-27,Paid Social,A,False,
14695,2024-03-11,Referral,B,True,2024-03-15
14696,2024-04-20,Referral,B,False,
14697,2024-02-18,Paid Social,A,True,2024-02-18
14698,2024-05-19,Paid Social,A,True,2024-05-19
14699,2024-03-15,Referral,A,True,2024-03-21
14700,2024-08-23,Organic,B,True,2024-08-26
14701,2024-12-28,Organic,A,False,
14702,2024-01-05,Referral,A,False,
14703,2024-07-16,Organic,A,False,
14704,2024-07-28,Organic,A,True,2024-08-01
14705,2024-11-29,Referral,A,True,2024-12-01
14706,2024-07-03,Referral,A,False,
14707,2024-07-17,Paid Social,A,True,2024-07-22
14708,2024-06-21,Paid Social,A,True,2024-06-21
14709,2024-04-08,Paid Social,A,False,
14710,2024-01-21,Referral,B,True,2024-01-26
14711,2024-05-29,Organic,B,True,2024-06-05
14712,2024-01-20,Referral,A,True,2024-01-24
14713,2024-07-19,Organic,B,True,2024-07-26
14714,2024-04-22,Paid Social,B,False,
14715,2024-07-13,Paid Social,B,True,2024-07-13
14716,2024-02-19,Referral,A,True,2024-02-22
14717,2024-12-06,Paid Social,B,True,2024-12-12
14718,2024-11-22,Paid Social,A,True,2024-11-26
14719,2024-03-10,Referral,B,False,
14720,2024-05-05,Influencer,B,True,2024-05-07
14721,2024-08-11,Referral,B,True,2024-08-14
14722,2024-02-04,Organic,B,True,2024-02-06
14723,2024-05-09,Organic,B,True,2024-05-15
14724,2024-04-01,Paid Social,B,False,
14725,2024-11-30,Paid Social,A,True,2024-12-01
14726,2024-11-07,Paid Social,A,True,2024-11-08
14727,2024-07-30,Referral,A,True,2024-08-04
14728,2024-07-08,Organic,A,True,2024-07-12
14729,2024-12-05,Influencer,A,True,2024-12-09
14730,2024-12-06,Paid Social,B,False,
14731,2024-12-19,Paid Social,A,False,
14732,2024-02-15,Paid Social,A,False,
14733,2024-02-28,Paid Social,A,True,2024-03-06
14734,2024-09-04,Referral,A,False,
14735,2024-07-16,Organic,A,False,
14736,2024-01-07,Influencer,B,True,2024-01-14
14737,2024-01-23,Organic,B,True,2024-01-23
14738,2024-11-20,Paid Social,A,True,2024-11-20
14739,2024-11-13,Organic,A,False,
14740,2024-05-10,Paid Social,B,True,2024-05-15
14741,2024-11-21,Referral,A,True,2024-11-24
14742,2024-08-04,Organic,B,False,
14743,2024-10-21,Organic,A,False,
14744,2024-06-05,Paid Social,B,False,
14745,2024-02-11,Organic,B,True,2024-02-17
14746,2024-06-07,Organic,A,True,2024-06-08
14747,2024-06-15,Referral,A,True,2024-06-16
14748,2024-07-20,Paid Social,A,True,2024-07-22
14749,2024-02-08,Paid Social,B,False,
14750,2024-12-27,Paid Social,B,True,2024-12-31
14751,2024-03-30,Organic,A,True,2024-04-04
14752,2024-03-13,Influencer,B,False,
14753,2024-07-11,Influencer,A,True,2024-07-18
14754,2024-07-15,Organic,B,True,2024-07-18
14755,2024-06-09,Organic,A,True,2024-06-10
14756,2024-10-08,Organic,A,False,
14757,2024-07-07,Organic,B,True,2024-07-14
14758,2024-08-10,Referral,A,True,2024-08-13
14759,2024-09-21,Paid Social,A,True,2024-09-24
14760,2024-01-10,Organic,B,False,
14761,2024-07-27,Paid Social,A,True,2024-07-27
14762,2024-11-18,Paid Social,A,False,
14763,2024-01-07,Organic,B,True,2024-01-14
14764,2024-05-27,Organic,A,False,
14765,2024-12-04,Paid Social,B,True,2024-12-04
14766,2024-05-08,Referral,B,False,
14767,2024-06-16,Organic,B,False,
14768,2024-12-24,Organic,B,True,2024-12-27
14769,2024-03-13,Referral,A,True,2024-03-20
14770,2024-01-24,Organic,B,True,2024-01-30
14771,2024-11-09,Organic,B,True,2024-11-10
14772,2024-11-12,Influencer,B,True,2024-11-13
14773,2024-06-21,Organic,A,True,2024-06-28
14774,2024-07-06,Paid Social,B,False,
14775,2024-11-01,Influencer,B,True,2024-11-01
14776,2024-09-26,Referral,A,True,2024-09-30
14777,2024-04-06,Influencer,A,False,
14778,2024-01-07,Organic,B,True,2024-01-14
14779,2024-06-24,Paid Social,A,False,
14780,2024-11-09,Paid Social,B,False,
14781,2024-11-22,Influencer,A,False,
14782,2024-12-15,Paid Social,B,False,
14783,2024-11-17,Paid Social,A,True,2024-11-21
14784,2024-07-30,Organic,B,True,2024-08-01
14785,2024-06-11,Organic,B,True,2024-06-18
14786,2024-10-09,Organic,A,False,
14787,2024-09-27,Paid Social,B,True,2024-09-30
14788,2024-07-15,Referral,A,False,
14789,2024-02-01,Referral,B,True,2024-02-05
14790,2024-12-04,Organic,B,True,2024-12-08
14791,2024-06-15,Referral,B,False,
14792,2024-05-12,Referral,A,False,
14793,2024-08-17,Referral,A,False,
14794,2024-09-02,Organic,A,True,2024-09-09
14795,2024-03-17,Referral,A,True,2024-03-19
14796,2024-11-01,Organic,A,False,
14797,2024-04-15,Referral,B,True,2024-04-20
14798,2024-03-09,Paid Social,B,False,
14799,2024-05-28,Paid Social,A,True,2024-06-03
14800,2024-09-23,Organic,B,True,2024-09-27
14801,2024-12-18,Organic,A,False,
14802,2024-10-22,Influencer,B,True,2024-10-25
14803,2024-12-09,Referral,A,False,
14804,2024-02-21,Influencer,A,False,
14805,2024-01-26,Referral,A,True,2024-02-02
14806,2024-07-22,Organic,B,True,2024-07-22
14807,2024-04-15,Referral,B,True,2024-04-21
14808,2024-10-29,Paid Social,A,True,2024-11-02
14809,2024-09-02,Organic,A,True,2024-09-08
14810,2024-12-20,Referral,A,True,2024-12-25
14811,2024-04-02,Referral,A,True,2024-04-02
14812,2024-06-26,Organic,A,False,
14813,2024-07-01,Paid Social,B,True,2024-07-08
14814,2024-03-28,Referral,B,True,2024-04-02
14815,2024-08-03,Organic,A,True,2024-08-06
14816,2024-06-10,Influencer,A,True,2024-06-16
14817,2024-06-12,Paid Social,B,True,2024-06-17
14818,2024-05-12,Referral,B,False,
14819,2024-01-07,Paid Social,A,False,
14820,2024-07-09,Organic,B,True,2024-07-12
14821,2024-05-02,Referral,B,True,2024-05-07
14822,2024-01-01,Paid Social,A,False,
14823,2024-04-22,Paid Social,A,True,2024-04-27
14824,2024-04-11,Paid Social,A,False,
14825,2024-05-23,Organic,A,False,
14826,2024-02-18,Organic,B,False,
14827,2024-07-04,Organic,B,False,
14828,2024-09-09,Organic,A,True,2024-09-10
14829,2024-08-18,Organic,A,True,2024-08-18
14830,2024-10-20,Paid Social,B,False,
14831,2024-06-13,Organic,A,True,2024-06-20
14832,2024-07-08,Paid Social,A,False,
14833,2024-10-22,Paid Social,B,False,
14834,2024-06-05,Paid Social,B,True,2024-06-06
14835,2024-09-13,Referral,A,True,2024-09-14
14836,2024-06-07,Organic,B,True,2024-06-07
14837,2024-06-01,Organic,B,False,
14838,2024-10-04,Paid Social,B,True,2024-10-09
14839,2024-03-04,Referral,B,True,2024-03-04
14840,2024-05-03,Organic,B,True,2024-05-07
14841,2024-03-22,Organic,A,False,
14842,2024-05-11,Paid Social,B,True,2024-05-13
14843,2024-03-25,Paid Social,B,True,2024-03-27
14844,2024-07-30,Referral,B,True,2024-08-06
14845,2024-10-18,Paid Social,B,True,2024-10-21
14846,2024-10-14,Organic,B,True,2024-10-20
14847,2024-05-13,Paid Social,A,True,2024-05-13
14848,2024-12-26,Organic,A,True,2025-01-01
14849,2024-08-04,Influencer,A,True,2024-08-04
14850,2024-05-25,Paid Social,A,False,
14851,2024-10-31,Paid Social,B,True,2024-11-04
14852,2024-09-23,Referral,B,True,2024-09-24
14853,2024-09-30,Influencer,A,False,
14854,2024-03-12,Paid Social,A,True,2024-03-15
14855,2024-06-19,Organic,A,False,
14856,2024-11-10,Paid Social,A,False,
14857,2024-07-02,Paid Social,B,True,2024-07-05
14858,2024-09-06,Paid Social,B,False,
14859,2024-08-02,Referral,B,False,
14860,2024-11-03,Paid Social,A,True,2024-11-08
14861,2024-04-13,Influencer,A,False,
14862,2024-07-29,Organic,A,True,2024-07-31
14863,2024-02-14,Organic,A,False,
14864,2024-09-08,Organic,A,False,
14865,2024-09-24,Organic,A,True,2024-09-25
14866,2024-01-16,Organic,B,True,2024-01-18
14867,2024-09-03,Organic,B,True,2024-09-09
14868,2024-05-31,Organic,A,True,2024-06-05
14869,2024-02-15,Organic,B,False,
14870,2024-06-02,Organic,B,True,2024-06-06
14871,2024-03-11,Organic,B,True,2024-03-12
14872,2024-05-31,Organic,B,True,2024-06-05
14873,2024-05-20,Paid Social,A,True,2024-05-22
14874,2024-09-26,Organic,B,False,
14875,2024-10-09,Organic,A,False,
14876,2024-08-09,Organic,A,False,
14877,2024-01-09,Referral,A,True,2024-01-10
14878,2024-12-05,Paid Social,B,False,
14879,2024-09-07,Paid Social,B,True,2024-09-14
14880,2024-01-13,Organic,B,True,2024-01-17
14881,2024-10-25,Paid Social,A,False,
14882,2024-03-14,Referral,B,False,
14883,2024-07-30,Paid Social,B,False,
14884,2024-06-19,Paid Social,B,True,2024-06-22
14885,2024-06-02,Organic,B,False,
14886,2024-11-20,Paid Social,A,True,2024-11-23
14887,2024-06-08,Referral,A,False,
14888,2024-01-28,Organic,A,False,
14889,2024-12-11,Referral,A,True,2024-12-11
14890,2024-12-01,Paid Social,B,True,2024-12-08
14891,2024-09-06,Influencer,B,True,2024-09-07
14892,2024-06-19,Organic,A,False,
14893,2024-02-03,Organic,B,False,
14894,2024-10-15,Organic,A,True,2024-10-15
14895,2024-01-28,Organic,B,True,2024-01-30
14896,2024-01-26,Organic,B,False,
14897,2024-07-15,Organic,B,True,2024-07-18
14898,2024-02-28,Paid Social,B,False,
14899,2024-01-03,Organic,A,True,2024-01-07
14900,2024-06-03,Referral,A,True,2024-06-04
14901,2024-02-20,Organic,A,True,2024-02-25
14902,2024-02-28,Referral,A,True,2024-02-28
14903,2024-01-29,Organic,A,True,2024-02-01
14904,2024-03-15,Referral,B,False,
14905,2024-09-18,Organic,B,True,2024-09-24
14906,2024-10-22,Organic,B,True,2024-10-23
14907,2024-06-14,Organic,A,False,
14908,2024-07-03,Referral,A,False,
14909,2024-01-12,Paid Social,B,True,2024-01-12
14910,2024-01-26,Organic,B,True,2024-01-31
14911,2024-04-04,Paid Social,B,True,2024-04-11
14912,2024-07-17,Organic,B,False,
14913,2024-09-26,Referral,A,True,2024-09-27
14914,2024-08-08,Referral,A,True,2024-08-15
14915,2024-05-23,Paid Social,B,True,2024-05-23
14916,2024-02-13,Organic,A,True,2024-02-19
14917,2024-10-11,Paid Social,A,True,2024-10-18
14918,2024-05-12,Organic,B,True,2024-05-16
14919,2024-09-25,Paid Social,A,True,2024-10-01
14920,2024-07-06,Organic,A,False,
14921,2024-09-26,Paid Social,A,False,
14922,2024-11-27,Organic,B,False,
14923,2024-12-02,Influencer,B,False,
14924,2024-07-14,Referral,A,False,
14925,2024-07-05,Organic,A,False,
14926,2024-04-06,Paid Social,A,True,2024-04-09
14927,2024-12-07,Paid Social,A,False,
14928,2024-06-16,Referral,A,True,2024-06-22
14929,2024-02-16,Referral,A,True,2024-02-23
14930,2024-06-06,Organic,A,True,2024-06-12
14931,2024-02-16,Organic,B,False,
14932,2024-07-02,Organic,A,True,2024-07-05
14933,2024-07-23,Paid Social,B,True,2024-07-27
14934,2024-05-03,Referral,A,True,2024-05-06
14935,2024-01-27,Paid Social,B,True,2024-01-27
14936,2024-12-10,Influencer,A,False,
14937,2024-10-09,Organic,A,True,2024-10-16
14938,2024-11-02,Referral,A,False,
14939,2024-05-13,Organic,A,False,
14940,2024-10-04,Influencer,A,True,2024-10-05
14941,2024-06-26,Organic,A,True,2024-06-27
14942,2024-03-14,Organic,A,True,2024-03-18
14943,2024-02-15,Influencer,B,False,
14944,2024-05-05,Referral,B,True,2024-05-06
14945,2024-02-20,Paid Social,B,True,2024-02-23
14946,2024-12-30,Organic,B,False,
14947,2024-01-18,Organic,B,False,
14948,2024-06-10,Paid Social,A,True,2024-06-11
14949,2024-06-14,Paid Social,A,False,
14950,2024-04-19,Paid Social,A,False,
14951,2024-07-27,Paid Social,B,True,2024-08-01
14952,2024-02-24,Paid Social,B,False,
14953,2024-10-13,Influencer,B,True,2024-10-16
14954,2024-05-01,Influencer,A,True,2024-05-04
14955,2024-08-03,Referral,A,True,2024-08-07
14956,2024-09-18,Organic,A,True,2024-09-24
14957,2024-11-20,Organic,B,True,2024-11-20
14958,2024-11-01,Paid Social,B,True,2024-11-06
14959,2024-08-10,Influencer,B,True,2024-08-13
14960,2024-05-21,Paid Social,A,False,
14961,2024-07-02,Organic,B,True,2024-07-04
14962,2024-10-07,Referral,B,False,
14963,2024-11-16,Referral,B,True,2024-11-20
14964,2024-02-07,Organic,B,True,2024-02-10
14965,2024-05-20,Paid Social,A,True,2024-05-23
14966,2024-10-10,Organic,A,True,2024-10-11
14967,2024-06-06,Paid Social,B,False,
14968,2024-05-01,Organic,A,True,2024-05-02
14969,2024-05-30,Paid Social,B,False,
14970,2024-08-08,Organic,B,False,
14971,2024-12-30,Organic,A,True,2025-01-01
14972,2024-06-28,Organic,A,False,
14973,2024-03-17,Paid Social,A,False,
14974,2024-02-29,Paid Social,A,False,
14975,2024-01-16,Organic,A,True,2024-01-22
14976,2024-07-22,Organic,A,True,2024-07-27
14977,2024-07-17,Organic,A,True,2024-07-21
14978,2024-03-15,Organic,B,True,2024-03-19
14979,2024-09-10,Paid Social,A,False,
14980,2024-09-27,Referral,A,True,2024-09-30
14981,2024-04-04,Organic,B,False,
14982,2024-05-05,Organic,B,True,2024-05-09
14983,2024-12-27,Referral,B,True,2025-01-03
14984,2024-05-16,Paid Social,B,False,
14985,2024-10-04,Paid Social,B,True,2024-10-10
14986,2024-06-14,Organic,A,True,2024-06-20
14987,2024-10-16,Referral,B,True,2024-10-20
14988,2024-10-07,Paid Social,A,True,2024-10-09
14989,2024-08-31,Influencer,B,True,2024-09-05
14990,2024-11-07,Paid Social,B,True,2024-11-08
14991,2024-12-08,Referral,B,True,2024-12-08
14992,2024-07-30,Organic,B,False,
14993,2024-03-27,Paid Social,B,True,2024-04-03
14994,2024-05-25,Organic,A,True,2024-05-25
14995,2024-10-03,Referral,B,True,2024-10-05
14996,2024-08-25,Influencer,A,False,
14997,2024-03-05,Organic,B,True,2024-03-12
14998,2024-01-19,Paid Social,B,True,2024-01-25
14999,2024-09-06,Organic,B,True,2024-09-06
15000,2024-04-01,Paid Social,A,False,
15001,2024-07-01,Organic,A,False,
15002,2024-09-29,Referral,B,True,2024-10-06
15003,2024-07-24,Organic,B,False,
15004,2024-01-31,Referral,B,False,
15005,2024-03-08,Organic,A,True,2024-03-10
15006,2024-03-21,Influencer,A,False,
15007,2024-04-04,Organic,B,True,2024-04-11
15008,2024-07-25,Referral,A,True,2024-07-29
15009,2024-07-02,Paid Social,A,False,
15010,2024-03-15,Referral,B,True,2024-03-21
15011,2024-01-25,Organic,B,True,2024-01-31
15012,2024-03-03,Organic,B,True,2024-03-10
15013,2024-12-25,Organic,A,True,2025-01-01
15014,2024-06-20,Organic,A,True,2024-06-27
15015,2024-11-12,Paid Social,B,True,2024-11-19
15016,2024-11-05,Influencer,B,False,
15017,2024-07-05,Organic,B,True,2024-07-05
15018,2024-09-14,Organic,B,True,2024-09-16
15019,2024-03-11,Paid Social,B,True,2024-03-18
15020,2024-09-08,Organic,A,True,2024-09-15
15021,2024-04-09,Paid Social,B,True,2024-04-11
15022,2024-10-30,Organic,B,False,
15023,2024-01-31,Referral,B,False,
15024,2024-10-09,Paid Social,A,True,2024-10-13
15025,2024-02-06,Referral,B,True,2024-02-11
15026,2024-11-17,Referral,A,False,
15027,2024-04-21,Referral,B,True,2024-04-25
15028,2024-08-26,Organic,A,False,
15029,2024-06-26,Referral,B,True,2024-07-02
15030,2024-05-13,Paid Social,A,True,2024-05-19
15031,2024-08-23,Organic,A,False,
15032,2024-12-11,Referral,A,True,2024-12-15
15033,2024-01-16,Paid Social,A,True,2024-01-16
15034,2024-12-01,Referral,B,True,2024-12-06
15035,2024-08-10,Paid Social,B,False,
15036,2024-10-21,Organic,A,False,
15037,2024-05-20,Referral,B,False,
15038,2024-06-21,Organic,A,True,2024-06-22
15039,2024-11-13,Organic,B,False,
15040,2024-05-31,Organic,A,True,2024-05-31
15041,2024-07-14,Paid Social,B,True,2024-07-21
15042,2024-01-08,Paid Social,B,False,
15043,2024-02-27,Organic,A,False,
15044,2024-08-22,Paid Social,A,True,2024-08-26
15045,2024-09-18,Organic,B,True,2024-09-23
15046,2024-07-31,Paid Social,B,True,2024-08-05
15047,2024-02-22,Organic,B,True,2024-02-25
15048,2024-06-11,Paid Social,B,False,
15049,2024-05-09,Influencer,B,False,
15050,2024-06-29,Influencer,A,True,2024-07-02
15051,2024-11-13,Referral,A,True,2024-11-20
15052,2024-10-10,Referral,A,False,
15053,2024-01-31,Paid Social,A,True,2024-02-06
15054,2024-11-20,Referral,A,True,2024-11-23
15055,2024-06-21,Organic,A,True,2024-06-26
15056,2024-09-28,Paid Social,B,False,
15057,2024-02-21,Organic,B,False,
15058,2024-09-01,Organic,A,True,2024-09-03
15059,2024-03-27,Organic,B,False,
15060,2024-06-09,Organic,A,True,2024-06-15
15061,2024-01-07,Paid Social,B,False,
15062,2024-02-25,Organic,B,True,2024-02-25
15063,2024-02-03,Organic,A,False,
15064,2024-03-28,Organic,A,False,
15065,2024-02-06,Paid Social,B,False,
15066,2024-09-09,Referral,B,True,2024-09-12
15067,2024-01-11,Paid Social,B,True,2024-01-12
15068,2024-08-13,Referral,B,False,
15069,2024-02-21,Paid Social,B,False,
15070,2024-12-10,Organic,B,True,2024-12-14
15071,2024-12-06,Paid Social,B,True,2024-12-06
15072,2024-03-23,Paid Social,B,False,
15073,2024-08-12,Referral,B,False,
15074,2024-01-11,Paid Social,A,True,2024-01-18
15075,2024-12-06,Organic,B,True,2024-12-06
15076,2024-07-09,Referral,B,True,2024-07-14
15077,2024-01-16,Referral,B,False,
15078,2024-05-05,Organic,A,False,
15079,2024-01-29,Referral,A,True,2024-01-30
15080,2024-05-23,Referral,A,False,
15081,2024-09-01,Organic,A,True,2024-09-06
15082,2024-06-20,Influencer,B,False,
15083,2024-05-20,Referral,B,False,
15084,2024-02-13,Organic,A,True,2024-02-18
15085,2024-03-30,Organic,A,False,
15086,2024-02-06,Influencer,B,True,2024-02-09
15087,2024-10-21,Referral,A,True,2024-10-26
15088,2024-02-19,Referral,A,False,
15089,2024-08-05,Influencer,A,True,2024-08-11
15090,2024-05-05,Organic,B,True,2024-05-05
15091,2024-03-23,Organic,A,True,2024-03-29
15092,2024-08-21,Paid Social,B,False,
15093,2024-06-15,Influencer,A,True,2024-06-20
15094,2024-05-26,Paid Social,B,False,
15095,2024-08-04,Influencer,A,False,
15096,2024-06-28,Organic,B,True,2024-07-03
15097,2024-04-20,Referral,B,True,2024-04-26
15098,2024-07-23,Organic,B,True,2024-07-30
15099,2024-09-01,Paid Social,A,True,2024-09-07
15100,2024-01-10,Paid Social,B,False,
15101,2024-06-19,Organic,A,False,
15102,2024-01-22,Referral,A,True,2024-01-22
15103,2024-03-09,Organic,B,False,
15104,2024-07-23,Organic,B,True,2024-07-26
15105,2024-11-12,Organic,A,False,
15106,2024-11-18,Organic,A,True,2024-11-25
